instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,demand_cluster
11944,2012-05-17,Summer,1,May,20,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,31.06,40.0,13.0,83,363,446,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11945,2012-05-17,Summer,1,May,21,No,Thursday,Working Day,Clear/Partly Cloudy,23.78,27.28,40.0,7.0,45,254,299,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11946,2012-05-17,Summer,1,May,22,No,Thursday,Working Day,Clear/Partly Cloudy,22.96,26.52,43.0,6.0,42,209,251,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11947,2012-05-17,Summer,1,May,23,No,Thursday,Working Day,Clear/Partly Cloudy,22.14,25.76,49.0,9.0,29,137,166,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11948,2012-05-18,Summer,1,May,0,No,Friday,Working Day,Clear/Partly Cloudy,21.32,25.0,59.0,7.0,13,57,70,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11949,2012-05-18,Summer,1,May,1,No,Friday,Working Day,Clear/Partly Cloudy,20.5,24.24,59.0,6.0,16,33,49,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11950,2012-05-18,Summer,1,May,2,No,Friday,Working Day,Clear/Partly Cloudy,19.68,23.48,67.0,9.0,12,9,21,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11951,2012-05-18,Summer,1,May,3,No,Friday,Working Day,Clear/Partly Cloudy,18.86,22.72,72.0,6.0,6,8,14,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11952,2012-05-18,Summer,1,May,4,No,Friday,Working Day,Clear/Partly Cloudy,18.86,22.72,77.0,11.0,0,11,11,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11953,2012-05-18,Summer,1,May,5,No,Friday,Working Day,Clear/Partly Cloudy,18.86,22.72,77.0,7.0,1,33,34,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11954,2012-05-18,Summer,1,May,6,No,Friday,Working Day,Clear/Partly Cloudy,18.04,21.97,77.0,9.0,14,168,182,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11955,2012-05-18,Summer,1,May,7,No,Friday,Working Day,Clear/Partly Cloudy,18.86,22.72,82.0,7.0,40,475,515,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11956,2012-05-18,Summer,1,May,8,No,Friday,Working Day,Clear/Partly Cloudy,21.32,25.0,59.0,9.0,49,696,745,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11957,2012-05-18,Summer,1,May,9,No,Friday,Working Day,Clear/Partly Cloudy,22.96,26.52,56.0,7.0,57,304,361,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11958,2012-05-18,Summer,1,May,10,No,Friday,Working Day,Clear/Partly Cloudy,24.6,31.06,46.0,9.0,74,181,255,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11959,2012-05-18,Summer,1,May,11,No,Friday,Working Day,Clear/Partly Cloudy,25.42,31.06,43.0,0.0,109,225,334,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11960,2012-05-18,Summer,1,May,12,No,Friday,Working Day,Clear/Partly Cloudy,25.42,31.06,41.0,13.0,108,252,360,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11961,2012-05-18,Summer,1,May,13,No,Friday,Working Day,Clear/Partly Cloudy,26.24,31.06,36.0,11.0,98,297,395,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11962,2012-05-18,Summer,1,May,14,No,Friday,Working Day,Clear/Partly Cloudy,27.06,31.06,34.0,9.0,108,242,350,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11963,2012-05-18,Summer,1,May,15,No,Friday,Working Day,Clear/Partly Cloudy,27.06,31.06,36.0,13.0,131,260,391,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11964,2012-05-18,Summer,1,May,16,No,Friday,Working Day,Clear/Partly Cloudy,27.06,31.06,34.0,17.0,151,417,568,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11965,2012-05-18,Summer,1,May,17,No,Friday,Working Day,Clear/Partly Cloudy,27.06,31.06,34.0,9.0,124,688,812,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11966,2012-05-18,Summer,1,May,18,No,Friday,Working Day,Clear/Partly Cloudy,26.24,31.06,38.0,15.0,99,570,669,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11967,2012-05-18,Summer,1,May,19,No,Friday,Working Day,Clear/Partly Cloudy,25.42,31.06,41.0,13.0,91,392,483,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11968,2012-05-18,Summer,1,May,20,No,Friday,Working Day,Clear/Partly Cloudy,25.42,31.06,41.0,11.0,73,264,337,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11969,2012-05-18,Summer,1,May,21,No,Friday,Working Day,Clear/Partly Cloudy,24.6,31.06,40.0,0.0,49,209,258,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11970,2012-05-18,Summer,1,May,22,No,Friday,Working Day,Clear/Partly Cloudy,22.96,26.52,52.0,22.0,57,194,251,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11971,2012-05-18,Summer,1,May,23,No,Friday,Working Day,Clear/Partly Cloudy,21.32,25.0,55.0,0.0,41,133,174,504,Summer,2012,May,No,Friday,Working Day,Clear/Partly Cloudy,23.13,27.56,52.33,9.17,1521,6118,7639,High Demand
11972,2012-05-19,Summer,1,May,0,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,48.0,7.0,30,118,148,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11973,2012-05-19,Summer,1,May,1,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.24,48.0,0.0,20,84,104,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11974,2012-05-19,Summer,1,May,2,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.24,51.0,7.0,13,56,69,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11975,2012-05-19,Summer,1,May,3,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.24,48.0,7.0,10,23,33,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11976,2012-05-19,Summer,1,May,4,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,19.68,23.48,59.0,6.0,6,8,14,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11977,2012-05-19,Summer,1,May,5,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,18.86,22.72,67.0,0.0,1,11,12,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11978,2012-05-19,Summer,1,May,6,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,18.04,21.97,72.0,6.0,12,38,50,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11979,2012-05-19,Summer,1,May,7,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,18.86,22.72,67.0,7.0,28,67,95,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11980,2012-05-19,Summer,1,May,8,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,52.0,11.0,33,162,195,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11981,2012-05-19,Summer,1,May,9,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.52,43.0,11.0,79,213,292,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11982,2012-05-19,Summer,1,May,10,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.52,43.0,0.0,177,275,452,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11983,2012-05-19,Summer,1,May,11,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,25.42,31.06,38.0,6.0,235,351,586,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11984,2012-05-19,Summer,1,May,12,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.06,31.06,36.0,0.0,276,366,642,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11985,2012-05-19,Summer,1,May,13,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,28.7,31.82,37.0,9.0,332,372,704,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11986,2012-05-19,Summer,1,May,14,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,30.0,6.0,361,369,730,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11987,2012-05-19,Summer,1,May,15,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,30.0,7.0,356,316,672,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11988,2012-05-19,Summer,1,May,16,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,32.57,30.0,7.0,331,311,642,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11989,2012-05-19,Summer,1,May,17,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,32.57,30.0,6.0,279,347,626,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11990,2012-05-19,Summer,1,May,18,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,32.57,33.0,6.0,254,391,645,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11991,2012-05-19,Summer,1,May,19,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,28.7,31.82,39.0,9.0,203,229,432,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11992,2012-05-19,Summer,1,May,20,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.88,31.82,41.0,6.0,118,197,315,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11993,2012-05-19,Summer,1,May,21,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,26.24,31.06,50.0,0.0,81,178,259,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11994,2012-05-19,Summer,1,May,22,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,26.24,31.06,47.0,0.0,104,234,338,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11995,2012-05-19,Summer,1,May,23,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,31.06,56.0,11.0,71,168,239,505,Summer,2012,May,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.6,28.35,45.62,5.63,3410,4884,8294,High Demand
11996,2012-05-20,Summer,1,May,0,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,23.78,27.28,53.0,7.0,42,128,170,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
11997,2012-05-20,Summer,1,May,1,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.52,52.0,0.0,28,102,130,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
11998,2012-05-20,Summer,1,May,2,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.52,52.0,0.0,36,62,98,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
11999,2012-05-20,Summer,1,May,3,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,22.14,25.76,56.0,6.0,26,40,66,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12000,2012-05-20,Summer,1,May,4,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,68.0,6.0,2,14,16,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12001,2012-05-20,Summer,1,May,5,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.24,72.0,7.0,1,7,8,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12002,2012-05-20,Summer,1,May,6,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.24,63.0,9.0,4,21,25,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12003,2012-05-20,Summer,1,May,7,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,68.0,13.0,35,55,90,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12004,2012-05-20,Summer,1,May,8,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.52,56.0,11.0,51,120,171,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12005,2012-05-20,Summer,1,May,9,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.42,31.06,32.0,17.0,129,184,313,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12006,2012-05-20,Summer,1,May,10,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.06,31.06,34.0,20.0,174,258,432,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12007,2012-05-20,Summer,1,May,11,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.06,31.06,36.0,22.0,258,323,581,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12008,2012-05-20,Summer,1,May,12,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.88,31.82,36.0,22.0,247,390,637,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12009,2012-05-20,Summer,1,May,13,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,31.82,37.0,19.0,244,363,607,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12010,2012-05-20,Summer,1,May,14,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,39.0,26.0,236,307,543,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12011,2012-05-20,Summer,1,May,15,No,Sunday,Weekend/Holiday,Misty/Cloudy,28.7,31.82,39.0,28.0,246,256,502,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12012,2012-05-20,Summer,1,May,16,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,42.0,24.0,238,339,577,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12013,2012-05-20,Summer,1,May,17,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,45.0,22.0,209,340,549,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12014,2012-05-20,Summer,1,May,18,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.57,51.0,22.0,146,328,474,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12015,2012-05-20,Summer,1,May,19,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.06,31.06,61.0,28.0,142,260,402,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12016,2012-05-20,Summer,1,May,20,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.06,31.06,61.0,28.0,83,191,274,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12017,2012-05-20,Summer,1,May,21,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,26.24,30.3,69.0,26.0,51,182,233,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12018,2012-05-20,Summer,1,May,22,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.42,29.54,73.0,22.0,44,101,145,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12019,2012-05-20,Summer,1,May,23,No,Sunday,Weekend/Holiday,Light Snow/Rain,24.6,28.79,78.0,24.0,32,54,86,506,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.45,29.2,53.04,17.04,2704,4425,7129,High Demand
12020,2012-05-21,Summer,1,May,0,No,Monday,Working Day,Light Snow/Rain,23.78,27.28,88.0,20.0,12,28,40,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12021,2012-05-21,Summer,1,May,1,No,Monday,Working Day,Light Snow/Rain,23.78,27.28,88.0,24.0,4,11,15,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12022,2012-05-21,Summer,1,May,2,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,94.0,17.0,2,9,11,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12023,2012-05-21,Summer,1,May,3,No,Monday,Working Day,Misty/Cloudy,22.96,26.52,88.0,20.0,0,2,2,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12024,2012-05-21,Summer,1,May,4,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,20.0,2,5,7,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12025,2012-05-21,Summer,1,May,5,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,20.0,1,14,15,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12026,2012-05-21,Summer,1,May,6,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,20.0,3,76,79,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12027,2012-05-21,Summer,1,May,7,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,20.0,7,146,153,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12028,2012-05-21,Summer,1,May,8,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,17.0,12,258,270,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12029,2012-05-21,Summer,1,May,9,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,15.0,14,172,186,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12030,2012-05-21,Summer,1,May,10,No,Monday,Working Day,Light Snow/Rain,23.78,27.28,88.0,19.0,28,71,99,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12031,2012-05-21,Summer,1,May,11,No,Monday,Working Day,Misty/Cloudy,24.6,28.03,83.0,11.0,24,82,106,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12032,2012-05-21,Summer,1,May,12,No,Monday,Working Day,Misty/Cloudy,24.6,28.03,83.0,17.0,46,124,170,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12033,2012-05-21,Summer,1,May,13,No,Monday,Working Day,Light Snow/Rain,24.6,28.03,83.0,17.0,49,135,184,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12034,2012-05-21,Summer,1,May,14,No,Monday,Working Day,Light Snow/Rain,24.6,28.03,83.0,13.0,45,135,180,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12035,2012-05-21,Summer,1,May,15,No,Monday,Working Day,Misty/Cloudy,26.24,30.3,73.0,13.0,67,158,225,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12036,2012-05-21,Summer,1,May,16,No,Monday,Working Day,Misty/Cloudy,26.24,30.3,73.0,17.0,46,269,315,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12037,2012-05-21,Summer,1,May,17,No,Monday,Working Day,Misty/Cloudy,27.06,31.06,69.0,17.0,40,468,508,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12038,2012-05-21,Summer,1,May,18,No,Monday,Working Day,Clear/Partly Cloudy,26.24,30.3,73.0,7.0,52,478,530,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12039,2012-05-21,Summer,1,May,19,No,Monday,Working Day,Clear/Partly Cloudy,27.06,31.06,69.0,6.0,57,391,448,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12040,2012-05-21,Summer,1,May,20,No,Monday,Working Day,Clear/Partly Cloudy,26.24,30.3,69.0,9.0,44,292,336,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12041,2012-05-21,Summer,1,May,21,No,Monday,Working Day,Clear/Partly Cloudy,25.42,30.3,69.0,6.0,31,210,241,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12042,2012-05-21,Summer,1,May,22,No,Monday,Working Day,Misty/Cloudy,25.42,29.54,73.0,11.0,26,116,142,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12043,2012-05-21,Summer,1,May,23,No,Monday,Working Day,Clear/Partly Cloudy,25.42,29.54,73.0,19.0,18,79,97,507,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,24.53,28.28,81.12,15.62,630,3729,4359,Medium Demand
12044,2012-05-22,Summer,1,May,0,No,Tuesday,Working Day,Clear/Partly Cloudy,23.78,27.28,83.0,17.0,10,26,36,508,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.22,29.04,76.58,7.92,819,5254,6073,High Demand
